timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1669025500067,221,Survey Scale,404,Not Found,Backend 1-36,text,false,,717,285,171,171,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,221,0,151
1669025500067,221,Survey Scale,404,Not Found,Backend 1-37,text,false,,717,285,171,171,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,221,0,146
1669025500061,232,Survey Scale,404,Not Found,Backend 1-111,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,232,0,152
1669025500215,89,Survey Scale,404,Not Found,Backend 1-5,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,89,0,0
1669025500215,89,Survey Scale,404,Not Found,Backend 1-9,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,89,0,0
1669025500208,96,Survey Scale,404,Not Found,Backend 1-3,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,96,0,0
1669025500059,245,Survey Scale,404,Not Found,Backend 1-106,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,245,0,158
1669025500224,81,Survey Scale,404,Not Found,Backend 1-13,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,81,0,0
1669025500224,81,Survey Scale,404,Not Found,Backend 1-22,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,81,0,0
1669025500224,83,Survey Scale,404,Not Found,Backend 1-19,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,83,0,0
1669025500234,74,Survey Scale,404,Not Found,Backend 1-15,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,74,0,0
1669025500229,79,Survey Scale,404,Not Found,Backend 1-17,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,79,0,0
1669025499945,364,Survey Scale,404,Not Found,Backend 1-4,text,false,,717,285,176,176,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,364,0,243
1669025499950,374,Survey Scale,404,Not Found,Backend 1-11,text,false,,717,285,180,180,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,374,0,253
1669025499939,392,Survey Scale,404,Not Found,Backend 1-2,text,false,,717,285,181,181,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,392,0,259
1669025500265,93,Survey Scale,404,Not Found,Backend 1-35,text,false,,717,285,197,197,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,93,0,0
1669025500265,93,Survey Scale,404,Not Found,Backend 1-48,text,false,,717,285,197,197,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,93,0,0
1669025499971,394,Survey Scale,404,Not Found,Backend 1-26,text,false,,717,285,203,203,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,394,0,244
1669025499952,413,Survey Scale,404,Not Found,Backend 1-14,text,false,,717,285,203,203,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,413,0,261
1669025499960,405,Survey Scale,404,Not Found,Backend 1-16,text,false,,717,285,203,203,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,405,0,253
1669025499977,388,Survey Scale,404,Not Found,Backend 1-27,text,false,,717,285,203,203,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,388,0,240
1669025499963,402,Survey Scale,404,Not Found,Backend 1-23,text,false,,717,285,203,203,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,402,0,255
1669025499962,403,Survey Scale,404,Not Found,Backend 1-18,text,false,,717,285,204,204,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,403,0,251
1669025499961,404,Survey Scale,404,Not Found,Backend 1-21,text,false,,717,285,204,204,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,404,0,252
1669025499990,376,Survey Scale,404,Not Found,Backend 1-41,text,false,,717,285,204,204,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,376,0,229
1669025499978,388,Survey Scale,404,Not Found,Backend 1-29,text,false,,717,285,204,204,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,388,0,240
1669025499985,381,Survey Scale,404,Not Found,Backend 1-38,text,false,,717,285,204,204,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,381,0,233
1669025499951,416,Survey Scale,404,Not Found,Backend 1-12,text,false,,717,285,205,205,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,416,0,262
1669025499989,379,Survey Scale,404,Not Found,Backend 1-40,text,false,,717,285,206,206,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,379,0,230
1669025500265,103,Survey Scale,404,Not Found,Backend 1-25,text,false,,717,285,206,206,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,103,0,0
1669025499996,372,Survey Scale,404,Not Found,Backend 1-46,text,false,,717,285,206,206,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,372,0,222
1669025500242,126,Survey Scale,404,Not Found,Backend 1-8,text,false,,717,285,206,206,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,126,0,0
1669025499983,385,Survey Scale,404,Not Found,Backend 1-33,text,false,,717,285,206,206,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,385,0,236
1669025500249,123,Survey Scale,404,Not Found,Backend 1-10,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,123,0,0
1669025499999,374,Survey Scale,404,Not Found,Backend 1-49,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,374,0,249
1669025500267,107,Survey Scale,404,Not Found,Backend 1-77,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,107,0,0
1669025500082,292,Survey Scale,404,Not Found,Backend 1-100,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,292,0,185
1669025500267,107,Survey Scale,404,Not Found,Backend 1-69,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,107,0,0
1669025500265,109,Survey Scale,404,Not Found,Backend 1-24,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,109,0,0
1669025500090,284,Survey Scale,404,Not Found,Backend 1-108,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,284,0,177
1669025500265,109,Survey Scale,404,Not Found,Backend 1-39,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,109,0,0
1669025500265,109,Survey Scale,404,Not Found,Backend 1-32,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,109,0,0
1669025500266,109,Survey Scale,404,Not Found,Backend 1-42,text,false,,717,285,208,208,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,109,0,0
1669025500089,294,Survey Scale,404,Not Found,Backend 1-107,text,false,,717,285,217,217,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,294,0,178
1669025500268,130,Survey Scale,404,Not Found,Backend 1-47,text,false,,717,285,228,228,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,130,0,0
1669025500070,328,Survey Scale,404,Not Found,Backend 1-120,text,false,,717,285,228,228,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,328,0,199
1669025500268,131,Survey Scale,404,Not Found,Backend 1-85,text,false,,717,285,228,228,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,131,0,0
1669025500268,141,Survey Scale,404,Not Found,Backend 1-67,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,141,0,0
1669025500146,263,Survey Scale,404,Not Found,Backend 1-60,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,263,0,122
1669025500268,142,Survey Scale,404,Not Found,Backend 1-34,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,142,0,0
1669025500076,334,Survey Scale,404,Not Found,Backend 1-127,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,334,0,199
1669025500269,141,Survey Scale,404,Not Found,Backend 1-50,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,141,0,0
1669025500270,140,Survey Scale,404,Not Found,Backend 1-65,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,140,0,0
1669025500270,140,Survey Scale,404,Not Found,Backend 1-56,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,140,0,0
1669025500269,142,Survey Scale,404,Not Found,Backend 1-31,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,142,0,0
1669025500278,133,Survey Scale,404,Not Found,Backend 1-80,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,133,0,0
1669025500279,132,Survey Scale,404,Not Found,Backend 1-95,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,132,0,0
1669025500279,132,Survey Scale,404,Not Found,Backend 1-87,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,132,0,0
1669025500278,133,Survey Scale,404,Not Found,Backend 1-57,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,133,0,0
1669025500088,323,Survey Scale,404,Not Found,Backend 1-138,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,323,0,190
1669025500111,300,Survey Scale,404,Not Found,Backend 1-160,text,false,,717,285,235,235,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,300,0,167
1669025500279,132,Survey Scale,404,Not Found,Backend 1-71,text,false,,717,285,236,236,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,132,0,0
1669025500094,320,Survey Scale,404,Not Found,Backend 1-109,text,false,,717,285,238,238,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,320,0,189
1669025500139,275,Survey Scale,404,Not Found,Backend 1-172,text,false,,717,285,238,238,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,275,0,144
1669025500278,137,Survey Scale,404,Not Found,Backend 1-81,text,false,,717,285,238,238,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,137,0,0
1669025500288,127,Survey Scale,404,Not Found,Backend 1-37,text,false,,717,285,238,238,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,127,0,0
1669025500288,127,Survey Scale,404,Not Found,Backend 1-36,text,false,,717,285,238,238,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,127,0,0
1669025500103,420,Survey Scale,404,Not Found,Backend 1-45,text,false,,717,285,239,239,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,420,0,187
1669025500087,436,Survey Scale,404,Not Found,Backend 1-136,text,false,,717,285,239,239,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,436,0,191
1669025500080,443,Survey Scale,404,Not Found,Backend 1-129,text,false,,717,285,239,239,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,443,0,199
1669025500103,475,Survey Scale,404,Not Found,Backend 1-152,text,false,,717,285,307,307,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,475,0,177
1669025500279,299,Survey Scale,404,Not Found,Backend 1-89,text,false,,717,285,307,307,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,299,0,0
1669025500095,483,Survey Scale,404,Not Found,Backend 1-159,text,false,,717,285,306,306,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,483,0,190
1669025500284,294,Survey Scale,404,Not Found,Backend 1-7,text,false,,717,285,306,306,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,294,0,0
1669025500078,500,Survey Scale,404,Not Found,Backend 1-128,text,false,,717,285,306,306,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,500,0,207
1669025500285,293,Survey Scale,404,Not Found,Backend 1-104,text,false,,717,285,306,306,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,293,0,0
1669025500284,294,Survey Scale,404,Not Found,Backend 1-98,text,false,,717,285,306,306,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,294,0,0
1669025500035,535,Survey Scale,404,Not Found,Backend 1-88,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,535,0,274
1669025500029,541,Survey Scale,404,Not Found,Backend 1-79,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,541,0,280
1669025500007,563,Survey Scale,404,Not Found,Backend 1-58,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,563,0,301
1669025500043,527,Survey Scale,404,Not Found,Backend 1-90,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,527,0,266
1669025500014,556,Survey Scale,404,Not Found,Backend 1-63,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,556,0,304
1669025500309,261,Survey Scale,404,Not Found,Backend 1-4,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,261,0,0
1669025500025,545,Survey Scale,404,Not Found,Backend 1-74,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,545,0,302
1669025500324,246,Survey Scale,404,Not Found,Backend 1-11,text,false,,717,285,301,301,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,246,0,0
1669025500021,545,Survey Scale,404,Not Found,Backend 1-72,text,false,,717,285,300,300,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,545,0,306
1669025500014,552,Survey Scale,404,Not Found,Backend 1-64,text,false,,717,285,300,300,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,552,0,313
1669025500004,562,Survey Scale,404,Not Found,Backend 1-55,text,false,,717,285,300,300,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,562,0,305
1669025500019,547,Survey Scale,404,Not Found,Backend 1-66,text,false,,717,285,300,300,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,547,0,308
1669025500414,152,Survey Scale,404,Not Found,Backend 1-172,text,false,,717,285,300,300,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,152,0,0
1669025500415,149,Survey Scale,404,Not Found,Backend 1-81,text,false,,717,285,299,299,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,149,0,0
1669025500411,140,Survey Scale,404,Not Found,Backend 1-160,text,false,,717,285,290,290,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,140,0,0
1669025500414,135,Survey Scale,404,Not Found,Backend 1-109,text,false,,717,285,290,290,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,135,0,0
1669025500022,526,Survey Scale,404,Not Found,Backend 1-73,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,526,0,305
1669025500116,432,Survey Scale,404,Not Found,Backend 1-162,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,432,0,174
1669025500288,259,Survey Scale,404,Not Found,Backend 1-6,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,259,0,0
1669025500288,259,Survey Scale,404,Not Found,Backend 1-1,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,259,0,0
1669025500104,443,Survey Scale,404,Not Found,Backend 1-28,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,443,0,189
1669025500097,450,Survey Scale,404,Not Found,Backend 1-146,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,450,0,196
1669025500293,254,Survey Scale,404,Not Found,Backend 1-111,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,254,0,0
1669025500186,361,Survey Scale,404,Not Found,Backend 1-185,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,361,0,119
1669025500304,243,Survey Scale,404,Not Found,Backend 1-3,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,243,0,0
1669025500304,243,Survey Scale,404,Not Found,Backend 1-9,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,243,0,0
1669025500305,242,Survey Scale,404,Not Found,Backend 1-13,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,242,0,0
1669025500304,243,Survey Scale,404,Not Found,Backend 1-5,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,243,0,0
1669025500147,400,Survey Scale,404,Not Found,Backend 1-70,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,400,0,157
1669025500119,428,Survey Scale,404,Not Found,Backend 1-167,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,428,0,186
1669025500120,427,Survey Scale,404,Not Found,Backend 1-169,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,427,0,173
1669025500304,243,Survey Scale,404,Not Found,Backend 1-106,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,243,0,0
1669025500171,376,Survey Scale,404,Not Found,Backend 1-175,text,false,,717,285,286,286,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,376,0,134
1669025500305,241,Survey Scale,404,Not Found,Backend 1-22,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,241,0,0
1669025500308,238,Survey Scale,404,Not Found,Backend 1-17,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,238,0,0
1669025500190,356,Survey Scale,404,Not Found,Backend 1-186,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,356,0,118
1669025500187,359,Survey Scale,404,Not Found,Backend 1-183,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,359,0,121
1669025500307,239,Survey Scale,404,Not Found,Backend 1-19,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,239,0,0
1669025500191,355,Survey Scale,404,Not Found,Backend 1-248,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,355,0,117
1669025500187,359,Survey Scale,404,Not Found,Backend 1-178,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,359,0,120
1669025500411,135,Survey Scale,404,Not Found,Backend 1-57,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,135,0,0
1669025500411,135,Survey Scale,404,Not Found,Backend 1-138,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,135,0,0
1669025500308,238,Survey Scale,404,Not Found,Backend 1-15,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,238,0,0
1669025500195,351,Survey Scale,404,Not Found,Backend 1-191,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,351,0,133
1669025500202,344,Survey Scale,404,Not Found,Backend 1-266,text,false,,717,285,285,285,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,344,0,125
1669025500411,134,Survey Scale,404,Not Found,Backend 1-71,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,134,0,0
1669025500409,136,Survey Scale,404,Not Found,Backend 1-67,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,136,0,0
1669025500410,133,Survey Scale,404,Not Found,Backend 1-50,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,133,0,0
1669025500410,133,Survey Scale,404,Not Found,Backend 1-60,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,133,0,0
1669025500061,481,Survey Scale,404,Not Found,Backend 1-114,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,481,0,271
1669025500055,487,Survey Scale,404,Not Found,Backend 1-105,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,487,0,277
1669025500030,512,Survey Scale,404,Not Found,Backend 1-82,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,512,0,301
1669025500044,498,Survey Scale,404,Not Found,Backend 1-96,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,498,0,287
1669025500410,132,Survey Scale,404,Not Found,Backend 1-65,text,false,,717,285,282,282,https://backend-fjhtb5cjgq-ew.a.run.app/survey/scale,132,0,0
